好的，这是您所请求的播客音频的完整转录：

[00:00] （背景音乐）
[33:25] [嘉宾]：对，是，其实真的是。但是我觉得首先我们也应该去想一下，因为一说社会议题吧，就感觉好像是跟我们生活很远的一种东西。但实际上它本身就是我们女人，尤其是女人吧，就是切身的一些东西。只是因为这些切身的这种感受，因为太多人都拥有了，所以形成了某种共识。然后这个共识才形成了社会议题。其实起点还是我们本身就有的，而不是说我从议题里面拿回来。可能是男的我觉得它才要从议题拿回来，因为它没有真的来过丽家。实话实说我在写的时候，我的确不是倒推的，我说我想写一个月经把它加进去。而是我在写剧本的时候，就是很多的确是自然就会写到那儿。因为首先我就是从小一个痛经特别严重的人。我朋友都跟我说，因为我最近几年不怎么发朋友圈和微博了，但是他说你每个月一定有一天会发，就是那天你第一天来立架，然后你血流成河，肚子很痛。那我的确我就特别会记录一下，就是可能我在卖惨吧。而且的确有有时候出现大事，比如说我开机第一天，永远都是第一次就是就是这个月第一次来立架。每一次都是，而且每次中考、高考，就是第一天考试，我也都来立架。我先当然我先他已经是我的朋友了，我也不害怕了。但另外一方面我痛经真的很严重，就是每次都都得吃止痛药，我先身体里面都是止痛药，我觉得。就很容易就会想到这个，就它对我来说它不是社会议题，它就是我每个月在流的血。所以我当时其实这场戏本来我的确是顺着写嘛，我有点想到哪写到哪。因为我上一场说到他拉稀了，我总觉得拉稀这个点应该继续说一下。所以就是说那个孩子就说你你该喝热水了，因为你要拉稀了，你要流血了，你也该喝水了。其实就是这么一写。然后为什么让小叶就开启了，继续开启这个话题呢？我觉得因为小叶本来就很想过去的，我。过去很希望我的男朋友能记住我月经的日子。首先我现在的肯定不这么想啊，我觉得这个首先它就是一种很不很不主体性的想法。你自己记住自己就好了嘛，对吧？你也不用记住男人。男人它有什么日子需要记住啊？但是可能就是有时候也是原来的我对亲密关系有过高的期待嘛，我希望我爱的人她能再只几天关心一下我。当然我现在觉得我自己可以关注好我。而且我身边的女性朋友都会就我们，因为老在一起，月经的日子都一样了，就就互相爱互相就是一起。所以我就很自然而然觉得小叶应该这么说，因为这就是我过去很多年的想法。而且从来都没有实现过。但是我觉得这个话题一定要有小孩在场是因为我也不会其实不是从月经羞耻这个词会去想了，而是说我的确我觉得我跟很多人还不太一样。其实我知道很多女生对这个或者我们这个社会氛围吧是有这种月经羞耻的。因为这个其实脱口秀演员都讲过很多了嘛。包括我们初中去买卫生巾的时候给你个黑色塑料袋啊什么的。但我觉得我可能从小就活得太自由了，我就是把卫生巾放在我的书桌上，我也不怕别人怎么招。因为尤其是其实吧人都是七软怕硬的。如果你像个神经病一样，每天把卫生巾放在这儿，别人没有男生敢取笑你的，他会觉得他疯了。或者他但我一直就是这样的。我从来就没有觉得这是羞耻的事。这些年我看到网上的讨论啊，包括我有时候身边的有一些人，老是跟我说一些乱七八糟的词什么面包这种。他是说月就是这个卫生巾的。就卫生巾有很多什么别的代称啊，每次都搞得我一头雾水。然后我就知道了，像我这样的人是很少的。其实大部分人是不想谈这个，或者避而不谈的。那所以就是我就希望有一个更天然的孩子的视角来说，这件是怎么就不能谈了呢？世界上有一半的人都会流血呀。这是一个再正常不过的生理现象了。我们应该大谈特谈。这而且这都不是女人的事了。你要是个男的，你的妈妈，你的女儿，你的女朋友，就是你就算没有女朋友没有没有女儿，你一定有妈妈的。对吧？你妈妈一定会来立架的。其实你也应该关心她。实话实说这个月经真的不是我们女人的事，这是全人类的事情。
[37:52] [主播]：对。是。
[37:52] [嘉宾]：这应该是我们第一次在电影上看到一桌人在吃饭的时候讨论月经，然后我们作为观众能够在电影上面看到这个场景。对我来说是非常开心。
[38:04] [嘉宾]：因为我这个电影不是去年拍的吗？而且我剧本写的更早。但是我今年就好看脱口秀大会，其实很多女孩都已经再说了。那个时候我除了很为她们的才华鼓掌之外，我还有一点着急。我觉得我的电影得赶紧上啊。
[38:17] [主播]：对，也说明我们女人的困境其实也是大差不差的，每个
[38:21] [嘉宾]：对啊，是啊。
[38:22] [主播]：大家都是相同的。
[38:22] [嘉宾]：是啊。所以你不觉得很奇怪吗？为什么我们到2024年才开始谈这些。对吧？按理来说，那我们从第一次来立架的时候，我感觉就应该说了。
[38:35] [主播]：对。我们接下来聊另外一种关系，就是男性与女性的关系。
[38:39] [嘉宾]：实际上我看这个电影的时候，因为你这个电影在涉及到情感的时候都都都进入一种极度现实的模式。这是你的那个现实，现实感的最大的来源，你在这里面没有那种所谓的我们想象中的爱情。
[38:53] [主播]：对，我能理解。
[38:53] [嘉宾]：你也没有你也没有觉得需要女性或者男性需要这么个想象的爱情。
[38:58] [主播]：嗯。
[38:59] [嘉宾]：你好像是这样，这样的一个状态。所以说你的这个爱情它就自然而然是是一个看起来很现实的，就是我没有反观我们的生活可能也是这样。就是说我们最终进入的是就是这样的一个没有这个收化的。对吧？就是你的那个，当然你的第一部电影呢就比较好，就是好的地方，你对这个没有没有收化你是抱有一种怀疑态度。你起码你留了这么一个豁口。你用最终的那个周夜茫夜的那个角色是叫老吴。老吴的那个故事实际上是让我们在日常生活的，在这种实际上看起来很现实的这样一个环境当中，仍然有一种某种想象的空间。这个想象的空间让我们仍然能够往前走。所以说那个女性，这个那个马丽的那个角色最终还是像那个徐峥那个角色发了个短信，非常两个人之间的一种微微的的一小步推动了整个人类世界的进步，对。所以说你的那种对爱情的看法是一种非常，我觉得是一种非常现实主义的，非常强烈的一种现实的色彩。为什么说这个篇是理想国。
[40:06] [主播]：哦。
[40:06] [嘉宾]：你这里面实际上你对男性的设置也是特别理想的。
[40:10] [主播]：对啊，是非常理想，我。
[40:12] [嘉宾]：对对对，男性怎么可能怎么可能全都是这么没有攻击性的嘛。你这里面的所有的男性都完全一点攻击性都没有。
[40:19] [主播]：对，因为我就是不喜欢攻击性，我就是不喜欢。
[40:22] [嘉宾]：对对，所以说所以说你最终在整个里面，为什么我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我我你又不想听了，对吗？
[67:52] [嘉宾]：我不想。
[67:53] [主播]：好，拜拜。
[67:53] [嘉宾]：谢谢。
[67:54] （背景音乐）
[72:20] [主播]：我想最后对邵导说一句话，这个电影已经在我的影史上。
[72:24] [嘉宾]：哇，那就够了。
[72:25] [主播]：对吧？
[72:26] [主播]：好，拜拜。
[72:27] [嘉宾]：谢谢。
[72:30] （背景音乐）
